142.22	172.76	160.72	172.28	172.67	195.41	216.91
208.01	213.14	189.37	207.18	199.84	205.26	242.35
244.11	245.18	237.54	234.49	229.22	232.88	227.97
225.29	246.75	242.18	233.69	245.04	303.69	318.14
386.16	379.55	380.06	433.97	416.15	408.07	399.62
440.24	353.45	374.6	364.74	385.6	349.41	354.36
346.22	342.04	374.8	377.87	369.06	412.46	388.65
383.16	454.72	449.68	447.56	471.63	608.52	538.26
598.46	591.9	545.58	589.38	638.32	611.55	730.36
774.51	1208.08	1261.62	1171.44	1375.25	1231.21	1369.09
1369.51	1717.8	1743.71	1804.68	1938.86	1571.48	1459.86
1574.62	1835.15	1772.17	1807.06	1788.36	1595.21	1819.47
2027.67	1969.13	2157.36	2429.98	2331.16	2214.41	2757.73
3431.13	3481.99	3828.92	3581.34	2772.34	2707.05	2278.29
2708.38	2594.6	2354.75	2544.86	2245.32	1989.22	2083.45
2226.55	2317.95	2140.51	1876.88	1786.28	2187.15	2382.55
2609.41	2891.71	3164.18	3308.42	3182.16	3174.27	3246.77
3787.49	3926.53	3209.03	3613.07	3329.67	3154.56	2809.3
3390.77	3576.81	3546.48	3865.67	3877.73	4084.43	4288.69
4322.5	4523.98	4635.45	4627.09	4298.35	4340.04	4101.65
4514.36	4358.59	3909.67	4020.41	3823.7	4111.34	3797.44
3769.3	3549.71	3082.99	3309.84	3163.85	2535.89	2421.65
2687.9	3014.86	3240.11	2880.19	2784.87	2639.45	2780.5
2834.99	2497.72	2559.66	2771.96	2860.1	3108.45	3401.53
3444.81	3172.2	2981.42	3041.12	3103.93	2922.99	2936.78
2857.15	2636.12	2072.5	2145.84	1961.02	1978.68	1792.18
1834.14	1859.33	1530.19	1233.6	1127.66	1226.72	1144.52
1066.47	1237.58	1097.26	1232.79	1520.37	1599.16	1725.62
1633.05	1691.78	1851.83	1902.83	1612.65	1662.7	1430.44
1586.02	1617.24	1775.98	1635.08	1335.27	1328.24	1329.54
1311.75	1351.84	1291.11	1297.31	1285.66	1363.49	1514.32
1579.5	1627.9	1100.11	1241.68	1212.22	1135.42	1194.96
1276.33	1259.85	1266.42	1309.19	1184.76	1220.12	1212.74
1196.71	1250.46	1321.4	1451.43	1515.25	1628.55	1603.08
1586.49	1667.17	1651.08	1506.99	1694.74	1658.14	1640.76
1647.56	1561.98	1482.43	1656.33	1735.62	1751.47	1772.9
1794.92	1872.73	1911.38	2092.28	1936.42	1862.42	1892.57
1870.69	1899.92	1795.18	1816.82	1812.77	1799.85	1909.3
1862.42	1884.37	1752.53	1650.5	1736.88	1893.77	1889.91
1937.88	1847.51	1880.65	1931.64	1889.07	1888.81	1874.56
1873.47	1834.85	1850.74	1844.16	1660.84	1679.25	1657.44
1645.58	1633.91	1635.21	1608.03	1637.31	1593.21	1593.11
1732.98	1611.37	1580.11	1555.08	1563.96	1674.85	1780.08
1815.87	1857.4	2121.07	2054.77	1961.67	2063.91	2063.39
